text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
i stretch and walk around a lot  i have hurt my back last week  so i be make it a goal to stretch and not overwork myself  i be satisfy with the amount of exercise i be able to do ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i be happy to know that my friends be always there for me when need  they make me smile  and it be a secure feel too ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be happy to find easy food to make for supper since i do not have anything plan  it be easy and good and the kid enjoy itthis be satisfy and i be content ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my wife surprise me with a big dinner she make  i love her cook so i be ecstatic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i be happy that i be able to participate in the activiites of daily life  although i often take them for grant  i be happy that i could enjoy walk outside and be a part of my community ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be excite about go to work  i satisfy that i be able to get a lot accomplish  be able to work with my team and complete our project make me proud ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i be eat home cook food ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
have to do some work in the morning that i wasn nt expect so that be kind of annoy ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
i felt i have the love and support of my wife and children as i wait for my medical result ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be run errands downtown  and decide to just walk around for a few hours  i buy some heavy items and be carry them in my backpack  so it be pretty tire ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i finally decide to get back into run after two years  i be suprised at how difficult a time i be experience after the first mile  however  i be proud of myself that i make the effort to step back out there ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
i make my own ramen yesterday with vegetables and fresh noodles  it be very good  then i have some home make tomato mushroom soup ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i make the workday go by fast and make more money than i have be in days  i be super grateful  this make me feel proud too  it give me more hope than ever even if just for the time be  i have to try to save more money again  i felt very lose with spend and lose so much over the past few years ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i go to bed at an early time and sleep soundly until very late  this be unusual for me  i usually wake up during the night  i do not last night  i be able to sleep soundly ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i get about fifteen thousand step in yesterday after two days of sit in conference room  i really need the exercise and it felt good ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i finish a large project for work that myself and my team have be work on for the last three weeks  the finish touch be put on the project and the client like it  it be such a good feel to complete such a large project and then have the hard work pay off when it be like and accept ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i love my job i love get to help people  i work in it and get to fix computer problems ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get my step in for the day and spend some time on my exercise bike  it felt good to work towards my goal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
my children tell me about what happen in school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my wife and i have a good night  we talk about our future  our plan for a family  and other things  it be great to also just sit down and watch a movie before we fell asleep  it be satisfy ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i have a chance to meet one of my friend from the high school  it be a great nostalgic moment ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i be glad to still have my husband with me because he have so many health problems that hinder his life  each day be a new day to enjoy with him ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i try every day to get very busy with that i think its the best form to get involve all the family and be very center in their mind and body,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
mturk be utterly dismal yesterday  with the majority of hit from        who think pay  three or less per hour be just fine ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i run a few miles in florida  i waas tire from travel but i still get my workout in ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
after i drop my son off at school i get the chance to talk to some of my friends who also have children that go to my son s school  it be really nice to be able to take the time to talk to my friends and just reconnect  get to talk to my friends always make me calm and happy ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
at work today i be behind the whole day  i have to wait on the warehouse guy to do their job and because they be so incompetent and lazy i be behind in my job  i hate have to wait on others especially when it be just because they be lazy or inane ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
i try a new chili recipe for my crock pot  i love to eat so i be very excite that the recipe come out well  i be excite that the new recipe be good because that be not always the case ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
we enjoy a cup of coffee in a nice cafe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have steak and chicken for dinner  salient be an understatement for how i felt about the food ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i spend time with my girlfriend  we get to spend some quality time together and grow even closer ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
there be so many project due on a tight deadline at work that it be hectic and frustrate  i be in a hurry to get everything do and i wish people would give me the project way earlier in the monthweek vs right at the last minute ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i be able to exercise and it make me feel good to take care of my body  i be satisfy with the progress i have make with my strength and can not wait to get more stronger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
we have italian food it be so good and yummy i have alfredo with bread and salad it be so tasty,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
i love spend time with my hubby  get cuddle and intimate chat and other couple things we do ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i have a good workout yesterday morning  i have eeb have trouble sleep  but have a good night sleep the night before  and have a great workout in the morning ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
i have a very good day at work  it be a very busy day and i be able to get much accomplish  i be very satisfy to get a report complete  i felt very productive and glad that i have put in a lot of effort into the day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
work be so slow so it make the days go by super duper slow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
we eat delicious sub sandwich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i spend part of the day message back and forth with my birder friends  i have find a rare bird last week and they be complement me and i be tell them how easy it be  so that be kind of fun ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i eat a mesl of steak that i cook myself  it be very flavorful and i be so proud how well i make it all by myself ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i consider that i have a very colorful family  i love every single member of my family  they be always there for me  i felt so please to be able to spend time with members of my family and simply be around them  i be proud of where i come from ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be marry to the most wonderful selfless man there be ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have a nice long workout at the gym that include swim lap  elliptical and weight  it be a highlight because afterwards i felt energize and happy  i felt proud of myself for have a good workout ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
today my wife  our friend jim and i attend a class at ohio state  history with professor rivers  he talk about us politics in the sixty s  seventy s and eighty s  i learn a lot ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i be happy to have a good conversation with my dauighter  i like keep up with everything she be do since she live out of town now  i be very proud of her and how her career be progress ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
there be a short birthday celebration for my niece yesterday  it go pretty well  and she have a good time  i wish i could have enjoy the time more  but i be focus on work and the problems i be have through the day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get in ten thousand plus step yesterday  i do not intend to meet this exercise goal  but i be happy and satisfy that i also get in five plus miles of activitywalking  i feel like i achieve something  especailly since i be not feel the best with my all day headache  however  it do help me sleep better since my body be sufficiently tire from exercise  i be glad that i get in my exercise goal in even though it be unexpected ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i have to work an eight hour shift yesterday  it be by far the most time i dedicate to any single thing  it take up a lot of my time  but it be fairly bore  there be a few time where i get frustrate by the workload or irritate by my manager  but it be fairly dull  it stick out in my mind because it take such a huge chunk of my day  it make me feel bore most of the time  i do feel pretty lay back  i be not very active  but i also kind of felt like i be not get the most out of life  i felt like i be just go through the motion and just do something merely to pay bill  it be not very stressful and do not because me a lot of grief or anything  but it be very timeconsuming and dull ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
i work a lot of hours yesterday  it be exhaust ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yesterday i spend about an hour read article and watch videos on like about nutrition  i be particularly interest in learn more about the food classification  fodmap  i begin to finally start to make sense of the classification  i be so glad that it be get easier for me to understand this important concept ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i recently buy a new mattress and it be great  i feel much better when i wake up ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i could not find much work yesterday on mturk and find it to be frustrate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
it felt good to be able to work such a great job and take care of myself ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i swim forty lap at the pool a weekly occurence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my best friend of twenty years call me yesterday  we normally talk every week or so  the conversation be fun  and we joke around about some of our share memories  i felt nostalgic because we be talk about this resturant that be in our hometown  neither of us live in the same city any more  but be friends for almost twenty-five years make me feel good ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
my husband be the most important thing in my life  he make me feel love and secure ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
work be pretty good yesterday  i be busier than i have be recently and it felt good to be productive and feel like i be earn my paycheck  my project be get off the grind and it be excite to see some of my work start to pay off ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
my work yesterday be bore and frustrate,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
i be so excite to know i only have one more semester to go before i will graduate with my bachelor s degree in biology  i have come far and work so very hard  this will not be the end of my education as i look forward to graduate school ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
i have a burger combo from five guy  it be delicious  the onions  the peanut flavor in the fry  i really like it  it remind me of simple time back in college ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
i feel very relax and calm when i get alot of sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have a short but nice conversation with my husband while enjoy some tv with him  it be good to start my day by talk with him  it set the mood for the whole day and make it go better ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i spend time with my father mother and brother  it be very entertain ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i talk to my mom about things in general  it be always good to talk to mom ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i know god would help me through whatever be go on and so i do not have to be anxious,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i like read the bible and study the word of god because i think it make me a better christian ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i start send message to a female acquaintance i be attract to and to my pleasant surprise  she respond  we have a friendly conversation about what we have be do recently and i be work up the courage to ask her out ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i work out on my elliptical machine today  it be so excite because i go faster and farther than i have be average  i think i be get more fit ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
i just have a very busy day where i work nonstop until the even  it make me feel anxious as i felt i have so much to do,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have fun with my family yesterday as we all meet to celebrate my mother s birthday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i watch a great movie yesterday that be very exit ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i get a lot accomplish at work that i do not think i would get do  at the end of the day i felt very proud of myself even after feel anxious earlier in the day due to all the people stop by my office to talk ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i watch survivor last night and the mask singer  love both of those show ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when i be cook  i be think about family and it make me feel comfort by the great family i be bless to be a part of  it make me feel secure  comfort and happy ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i get a new position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yesterday i volunteer at the thrift store that fund the homeless shelter  it make me feel good to help even if it be just in organize the store  i feel my little bite of work contribute to what others be do to make the mission possible ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
i love my old friends and we keep up with each other and chat daily on fb  it keep me feel social because i do not have much social life now ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i love my familymy partner always co operate with meshe give more confidence for me ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i love food  i cook food and enjoy dinner with my family,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
my husband be the best ever and always make me feel want and love ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
my health be not in good condition  i be still young but my dentals be terrible  i have arthritis and muscle pain  i have live this life to years now already ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i love play kendama in recreation soo much fun ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i start work on a new project at work with some of my best coworkers and i be eager to continue work along side them to completion of this task ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i have good crepe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
work be very frustrate and a lot be be dump on me due to so many people leave  i have a meet with my supervisor and another supervisor and coworker to try to distribute the work  but allinall nothing happen ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
my wife have be do keto stuff recently  so i never know what be go to be make for dinner  we actually end up have keto pizza  so i be excite that we get to eat something that i enjoy eat too ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
since work go so well yesterday  i have lot of time to myself  i catch up on some of my netflix show and i be able to catch new episodes at night ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i buy some bread today  i have not eat bread in a couple weeks  i toast it and put butter and cheese on it  it taste good and it satisfy my hunger ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i always feel anxious but yesterday be fine at work  just the usual struggle of find things to do between project and assignments  it be a fairly uneventful day after finish my morning duties ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snuggle with my family give me a peace and calm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my wife be the sexiest woman i have ever know  she surprise me nearly every night with a new bedtime adventure and finish my day in the best way i can imagine  yesterday be great as usual and make me realize what a gem she be ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i be able to finish my preparation for the weekly print run on time  i be happy that i could hand the info off to my coworker so she do not have to rush or stay late on friday  i work a lot of overtime last year and it be nice to be able to leave right around five hundred and thirty every day now ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my daughter be have marital problems and be stay with me  upset about them ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i make a veggie burrito that be absolutely delicious  it be greatly satisfy  the combination of ingredient make it exactly what i want  the cucumber really be a brilliant ingredient to add ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i use to love to draw but stop after the kid be bear and i do not have much free time  now my kid be older and both really like to draw  i decide now would be a good time to take it back up  i have be draw for a few weeks and today be probably the best picture that i have do since i start  i be really please with how it come out ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
yesterday i cook a good homemade dinner for myself  i be frustrate because i be eat less and eat healthy but not lose weight  the food be really delicious and nuroushing though  so it make me happy ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
i pick my daughter up from school yesterday and spend the afternoon with her  first we go shop at the grocery store and then we go home and i help her with her homework  after that  she help me make dinner  which we eat together ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have not eat very well lately  but i make up for that yesterday  i pick up both healthy food to help restore me and pleasure foods that i would really enjoy  like a gelato that i have always want to try  i eat it last night and it be delicious ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
i be proud of my son yesterday  he have be struggle with a lot of issue but in the last few days have really get a lot accomplish  he even go out and jog yesterday afternoon  and this be after a long and notfun dental appointment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be surprise because i get a large bonus on my mturk work and i be not expect it at all  i be look for a permanent job  but i be work on mturk so i can keep everything go until i find something  it be nice to get a surprise because it do give you a little more hope ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i be always happy to see my family at the end of a hard day  they really help to bring my mood up and it help to take my mind off of my problems ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be also selfemployed for my  day job  as a freelance web developer  i complete a project yesterday that have be go on since last february  it be not a particularly big or complicate project it just be put on hold and delay so many time by the client  we have finally be collaborate since the new year begin on get it over with  and yesterday it be finally complete  i be very glad to have it off my plate i certainly do not like things linger that long   i be also happy that i can collect on the balance of my pay  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
the disease also have the side effect of neuritis in my feet and the pain sometimes prevent me from a good nights sleep and this be very frustrate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i be hungry but do not have time to eat until the night and i eat a bunch ,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have a slow morning of work because i work for myself  i be feel a little nervous that i would not make very much  i tell myself i need to push on  and i end up hit my daily goal and go over  i felt very proud of myself for persevere ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
i enjoy powerwalking a couple of miles after work for exercise  get out in the fresh  cool air  while push my body to walk faster make me feel good ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i work out at the gym before go to work  it be my alone time before interact with customers all day  i use it to relax to get myself prepare for the day  i be in control and can do whatever i want ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
my wife not only have anxiety but she be also deal with a lot of change at her job  and we do not know where we will be live in the future  or the status of either of our job ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i have be put off a daily exercise routine on my treadmill for at least two weeks  i have be do it fairly regularly and i suddenly quit  but i be determine to start again and last night  i do twenty minutes on my treadmill  and gradually move the elevation as well  it be tire but i feel i accomplish something ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i have be learn c   feel pretty good man  i have be learn quite a bite and it be fun  i plan to make a roguelike text base game soon ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i felt good lift weight and then go for a long walk around my neighborhood ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be enjoy some down time with friends after church last night  we just sit around and be catch up with each other ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i finally felt like i get enough sleep  i have be tire all week and when i wake up i finally and actually felt refresh  i certainly hope to go to bed that same time tonight so i wake up with that same feel ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i spend a lot of time with my wife and my little daughter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
work be pretty bore yesterday but it take up most of my day  it be okay  nothing much really happen  it make me feel bore ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spend time with my friend kc be probably the coolest thing to me  i would not want to spend time with anybody else ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i be really satifisfied with what i eat for dinner and be really happy afterwards ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
after talk with someone  they suggest i have pull a muscle and to take some advil  i take their advice and felt relief quickly  i feel so happy and relieve that it be not anything serious ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
i start work out again  i have be feel out of shape but since it be winter  i want to start work out again  i feel happy and strong now ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i have help my sister with a project that she have for school  it require take various picture of landscape and people  it take a bite of time  but it be not a big problem for me or my schedule  i felt proud for my sister in term of how much she have improve in her class  and calm for participate in something beneficial for someone else ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
the info be in regard to ecommerce and ship from china  i find new technology and strategies to boost performance and profitability ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i forget to tell my friend i could not make it to dinner and have to white lie ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i have a work and a project i be work on ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
we have be very busy lately  yesterday we be a little sleepy after lunch  we lay in the bed with our dog snuggle and nap  it be very calm and nice  i value those moments so precious ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
we be able to get our dog  connor  to the vet for what turn out to be an ear infection and for a nail trim and heartworm test  poor connie get so anxious  we could not get a muzzle on him last week  yesterday  we again could not get a muzzle on him but they agree to sedate him  i be so happy  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i take the day off to get my tooth extract  so i after i have it out  i have the rest of the day to recuperate  i spend some of that nap and get more sleep  it help me get calmer and more rest ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i take care of my daughter during the day and enjoy be with her  it be very reward ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i work out for sixty minutes before go to work  the work out be tough but tough workouts make me feel calm and confident ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my spouse be have an emotional crisis about events from his childhood  i have to give him alot of emotional support and seek to help him find a resolution ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i have to work much later than normal so it mess up my daily routine  i still decide to work out before bed because i do not want to skip my weight lift routine  i do it anyway and it keep me up even later but i be satisfy with myself for force myself to do it ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
i go run in the morning  it be a great way to start my day and get my thoughts together,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
my friend motivate me and make my life keep go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a very nice conversation with my sister yesterday about my nephew s 18th birthday  we reminisce about how much he be change  but how his face be still the same all these years later  it make us both feel old and happy at the same time  i be happy for them that they have a good time and that he be go to be finish his last year of high school in good spirit ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i exercise my legs today and felt proud ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
when i do not have meet  i like to take my dog with me to the office  she be young but she be fun  i work in a warehouse type set and let my dog run in the warehouse  she get so tire and then sleep for an hour  however  she be not potty train  so that stink ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
i be able to get a lot do yesterday at work and i be very productive ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
i have a railcar load improvement project meet  several people want to change the scope of the project  which would be difficult at this stage of the project ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
pick up some product to resell and every bite of it sell last night within an hour of be list  i be thrill  and hope that they be all happy with their purchase ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yesterday be a good family day  before work  we all sit down and have a nice breakfast together  we have good days at work and then come home to a restful even  we enjoy a good dinner of crock pot chicken with a side salad and then spend some time together catch up on each other s live  it be a good day and i be happy everything be go well with everyone ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i get to speak with a couple of my sisters and catch up a little bite  it felt really good to talk to them and know what be go on in their live  i miss them when so much time go by  but it be great to just catch up  i be happy about that ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i work on mturk yesterday  i exceed my earn goal for the day  which make me feel satisfy  i do a few enjoyable task  but most be pretty bore ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
i be extremely happy all day  because i have a good workout ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it be long and tire ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
i lift weight three time a week,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i have a good work out ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i do my normal day workout for an hour and a half and saw the gain i have be make which make me extremely grateful for the effort i have be able to put in and for the work i have do ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
i sleep great  this give me energy for the day and allow me to work hard today ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
we have some homemade chicken wing that i make in the oven with a special sauce  i pair it with some chicken broccoli rice and some season green bean and the kid love it  for dessert we have strawberry cheesecake  i love cook for my family and i love see their reactions when they taste the wing ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
the salient thing  be not so much about god  but about the creation intelligent design evolution topics  during some down time  i browse a news article link  which lead me to a website and some relate article  which lead me to a topic and place nearby which contain one of the largest fossil record  record which refute the basic unquestioned and false aspects of darwin s evolutionary theories  a vacation plan  to visit these fossilrich areas  immediately come to mind ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yesterdays work be very good  my team make a lot of breakthrough  there be this excietment and joy within us because there be a project we have be work on for a while and it come out so much successful ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
my picky son ask for a meatball for dinner  this be a bog deal  as he do not like new foods and i finally convince him to eat one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i speak with my husband  he say he have not be feel well  he feel like he need to change some habit  i say i would help him with whatever he need ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i have a really good meal out todayservice be great too ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
we order pizza yesterday and i get to enjoy my favorite  the super supreme ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
work be extremely busy yesterday  we be slam with job  so it be pretty anxiety ride ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i eat a california burrito from one of my favorite mexican restaurants  it leave me feel very full and sate ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to go on a two mile walk with my dog and it make us both feel great ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
get a little blood pump and felt good with light exercise as i have be exercise less and less lately ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i eat at a restaurant with a friend  however  when mt salad arrive  it have bacon and bleu cheese all over it  i fail to notice that be list on the menu  and have to spend some time pick all of it off  i do not eat red meat or moldy cheese  after i do that  though  the salad be very good ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
i just get a bonus from my supervisor for my project  so happy because my hard work pay off ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
we pick out or artificial christmas tree online yesterday  it be one of the ones we really want last year but  could not afford at that time  it be one of the ones with an app so that you can set the individual light to whatever color you want  because we order it online i be anxious for it be arrival  i can remember christmas s past and picture how this tree will be bright and beautiful for years to come ,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
i make  twenty-five on amazonturk yesterday  while my goal be  10i be happy ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
a few annoy patients make the day go by slowly and with moderate amount of frustration ,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
